Date,Description,Amount,Type,Category
"06-10-2026","NEWDAY 845-414-3000 NY                       06/09",241.18,"expense","Random"
"06-09-2026","MORC INC 8453710211 MIKVAHCLOUD.C NY         06/09",36.00,"expense","Random"
"06-09-2026","TOIREM.ORG CHARITY 845-2864736 NY            06/08",36.00,"expense","Charity"
"06-09-2026","TOIREM.ORG CHARITY 845-2864736 NY            06/08",54.00,"expense","Charity"
"06-09-2026","NAKI.AUDIO NAKI.AUDIO NY                     06/09",12.99,"expense","Random"
"06-09-2026","IC* INSTACART INSTACART.COM CA               06/09",33.91,"expense","Car"
"06-09-2026","SP ELYS CO. ELYSANDCO.COM NJ                 06/08",140.31,"expense","Random"
"06-08-2026","UBER TECHNOLOGIES, INC WILMINGTON DE         06/07",115.18,"expense","Random"
"06-08-2026","DABBL JUSTDABBL.COM FL                       06/08",19.99,"expense","Random"
"06-08-2026","SP BOMBAS SHOP.BOMBAS.C NY                   06/07",88.72,"expense","Random"
"06-08-2026","TARGET.COM 800-591-3869 MN                   06/07",51.66,"expense","Amazon & Target"
"06-08-2026","TARGET.COM 800-591-3869 MN                   06/07",6.25,"expense","Amazon & Target"
"06-08-2026","Amazon.com*755N33FA3 Amzn.com/bill WA        06/08",32.50,"expense","Amazon & Target"
"06-08-2026","Amazon.com*US2Y99MU3 Amzn.com/bill WA        06/08",47.13,"expense","Amazon & Target"
"06-08-2026","MERCAZ DAF YOMI US 845-694-4313 NY           06/07",36.00,"expense","Random"
"06-08-2026","GLAUBERS BAKERY SPRING VALLEY NY             06/05",34.91,"expense","Random"
"06-08-2026","HATZLACHA GROCERY SPRING VALLEY NY           06/05",136.14,"expense","Grocery"
"06-08-2026","Amazon.com*8877Z1UJ3 Amzn.com/bill WA        06/06",8.33,"expense","Amazon & Target"
"06-08-2026","SUPREME HEALTH FOOD CE 845-4266004 NY        06/05",22.99,"expense","Medical"
"06-08-2026","AMAZON MKTPL*QF90M3E Amzn.com/bill WA        06/06",39.46,"expense","Amazon & Target"
"06-08-2026","AMAZON MKTPL*HG59H7G Amzn.com/bill WA        06/05",13.55,"expense","Amazon & Target"
"06-08-2026","BNOS BAIS YAAKOV SPECI 718-3376000 NY        06/05",54.00,"expense","Random"
"06-08-2026","NEWDAY 845-414-3000 NY                       06/05",222.70,"expense","Random"
"06-08-2026","GOOGLE *Google One 855-836-3987 CA           06/05",3.24,"expense","Random"
"06-08-2026","AMAZON MKTPLACE PMTS Amzn.com/bill WA        06/07",9.35,"income","Amazon & Target"
"06-08-2026","AMAZON MKTPLACE PMTS Amzn.com/bill WA        06/07",9.38,"income","Amazon & Target"
"06-08-2026","AMAZON MKTPLACE PMTS Amzn.com/bill WA        06/07",17.99,"income","Amazon & Target"
"06-05-2026","O & R UTILITIES  ORU        81773200001     CCD ID: 2462467001",637.00,"expense","Random"
"06-05-2026","Shaarei Arazim   FACTS      000000279900206 WEB ID: 9470751402",1500.00,"expense","Random"
"06-05-2026","Amazon.com*BU99O1JT3 Amzn.com/bill WA        06/05",10.47,"expense","Amazon & Target"
"06-05-2026","Amazon.com*4M5E86ZR3 Amzn.com/bill WA        06/05",27.17,"expense","Amazon & Target"
"06-05-2026","RSK-SOFTBALL TOURNAME 845-414-8001 NY        06/04",72.00,"expense","Random"
"06-05-2026","SUPREME HEALTH FOOD CE 845-4266004 NY        06/03",73.25,"expense","Medical"
"06-05-2026","CYM Living LLC   PAYROLL                    PPD ID: 9843518375",3875.81,"income","Paychecks"
"06-04-2026","NEWREZ-SHELLPOIN ACH PMT                    PPD ID: 6371542226",1471.35,"expense","Car"
"06-04-2026","Peacock 26E02 Premium 212-6640138 NY         06/04",10.99,"expense","Random"
"06-04-2026","Zelle payment to Zalman Whitt Energy Healing JPM99cjjb223",100.00,"expense","Charity"
"06-04-2026","WWW.24SIX.APP WWW.24SIX.APP NY               06/03",9.99,"expense","Random"
"06-04-2026","PRIM MONSEY MONSEY NY                        06/02",25.02,"expense","Random"
"06-04-2026","BLEW MONSEY NY                               06/02",92.04,"expense","Random"
"06-03-2026","Zelle payment to Tzedaka JPM99cjgm6go",36.00,"expense","Charity"
"06-03-2026","APPLE.COM/BILL 866-712-7753 CA               06/03",16.25,"expense","Random"
"06-03-2026","CPP*YACHAD COOLAM INT 845-232-1091 NY        06/02",669.50,"expense","Random"
"06-03-2026","Fiverr 855-5859699 NY                        06/02",45.70,"expense","Random"
"06-03-2026","AMAZON MKTPL*5N40B9C Amzn.com/bill WA        06/02",23.83,"expense","Amazon & Target"
"06-03-2026","AMAZON MKTPL*MG29W04 Amzn.com/bill WA        06/03",33.99,"expense","Amazon & Target"
"06-03-2026","ROCKLAND KOSHER 845-4252266 NY               06/01",214.98,"expense","Grocery"
"06-02-2026","Zelle payment to Mabel  29465688074",200.00,"expense","Charity"
"06-02-2026","IC* INSTACART INSTACART.COM CA               06/02",42.14,"expense","Car"
"06-02-2026","UNITED REFUAH HS UNITED REF                 PPD ID: 9208701002",199.00,"expense","Random"
"06-02-2026","Amazon.com*HI4905RD3 Amzn.com/bill WA        06/02",4.32,"expense","Amazon & Target"
"06-02-2026","Melaleuca Idaho Falls ID                     06/01",127.91,"expense","Random"
"06-02-2026","IC* INSTACART*1176 INSTACART.COM CA          06/01",28.14,"expense","Car"
"06-02-2026","SP MYOHMY KIDS BOUTIQ 184-54050400 NY        06/01",1.05,"expense","Random"
"06-01-2026","DOMESTIC INCOMING WIRE FEE",15.00,"expense","Random"
"06-01-2026","Online Transfer to SAV ...8440 transaction#: 29451719176 06/01",1000.00,"expense","Random"
"06-01-2026","MICROSOFT*MICROSOFT 36 REDMOND WA            06/01",14.08,"expense","Random"
"06-01-2026","SHULSPACE SHULSPACE.COM NJ                   05/31",49.99,"expense","Random"
"06-01-2026","GENTLEBIRTH GENTLEBIRTH.C CA                 05/30",14.99,"expense","Random"
"06-01-2026","ALLSTATE INS CO  INS PREM   000000943582764 WEB ID: 1360719665",424.84,"expense","Random"
"06-01-2026","TARGET.COM  * 800-591-3869 MN                05/29",62.49,"expense","Amazon & Target"
"06-01-2026","NEWDAY 845-414-3000 NY                       05/30",128.80,"expense","Random"
"06-01-2026","APPLE.COM/BILL 866-712-7753 CA               05/30",18.99,"expense","Random"
"06-01-2026","Online Transfer from SAV ...8440 transaction#: 29425353968",500.00,"income","Random"
"06-01-2026","FEDWIRE CREDIT VIA: DIME COMMUNITY BANK/021406667 B/O: LYNX PORTFOLIO LLC CHESTNUT RIDGE NY 10977-6221 REF: CHASE NYC/CTR/BNF=SIMCHA M PENTELNIK OR LEAH SPRING VALLEY NY 10977-72 15 US/AC-000000004001 RFB=NOTPROVID ED IMAD: 0601GMQFMP01033193 TRN: 1240821152FF",12500.00,"income","Random"
"05-29-2026","1-800-690-1803   UptempoMkt                 PPD ID: 472223289",445.40,"expense","Random"
"05-29-2026","GOOGLE*CLOUD ZGF4VS SUPPORT.GOOGL CA         05/28",500.00,"expense","Random"
"05-29-2026","GOOGLE *CLOUD TQPKKJ g.co/helppay# CA        05/28",200.00,"expense","Random"
"05-29-2026","GOOGLE *CLOUD 6RDDFG g.co/helppay# CA        05/28",100.00,"expense","Random"
"05-29-2026","FIVERR * 9543682267 NY                       05/28",161.75,"expense","Random"
"05-29-2026","BINGO WHOLESALE SUPE SPRING VALLEY NY        05/27",27.08,"expense","Random"
"05-29-2026","LISHKAS HASEFER BOOKS MONSEY NY              05/27",57.97,"expense","Random"
"05-29-2026","Amazon.com Servi PAYMENTS   TLR003803226762 CCD ID: 9000027358",43.89,"income","Amazon & Target"
"05-29-2026","Online Transfer from SAV ...8440 transaction#: 29397655094",500.00,"income","Random"
"05-28-2026","Zelle payment to Aliza Weinstein  29387754466",200.00,"expense","Charity"
"05-28-2026","Peacock EC3CB Premium 212-6640138 NY         05/28",10.99,"expense","Random"
"05-28-2026","YUMMYS PIZZA MONSEY 184-53560335 NY          05/27",14.65,"expense","Random"
"05-28-2026","SANDERS BAKERY MONSEY MONSEY NY              05/27",40.00,"expense","Random"
"05-28-2026","AMAZON MKTPL*KC2M04A Amzn.com/bill WA        05/28",17.73,"expense","Amazon & Target"
"05-28-2026","EVERGREEN UPTOWN POMONA NY                   05/26",8.14,"expense","Random"
"05-28-2026","EVERGREEN UPTOWN POMONA NY                   05/26",15.81,"expense","Random"
"05-28-2026","THE HOME DEPOT #1261 NANUET NY               05/26",17.31,"expense","Random"
"05-28-2026","HATZLACHA GROCERY 845-4259220 NY             05/26",154.89,"expense","Grocery"
"05-27-2026","Zelle payment to Mabel  29370612346",200.00,"expense","Charity"
"05-27-2026","JIOBIT.COM JIOBIT.COM CA                     05/27",9.74,"expense","Random"
"05-27-2026","COMMUNITY CONNECTIONS 845-371-2222 NY        05/26",40.00,"expense","Random"
"05-27-2026","TCF-BAIS CHESED LA THECHESEDFUND CA          05/26",180.00,"expense","Random"
"05-26-2026","VISIBLE 866-331-3527 CO                      05/26",25.00,"expense","Random"
"05-26-2026","Blink amzn.com/bill WA                       05/25",4.32,"expense","Random"
"05-26-2026","US.STORE.BAMBULAB.CO US.STORE.BAMB TX        05/24",64.98,"expense","Random"
"05-26-2026","NEWDAY 845-414-3000 NY                       05/25",162.83,"expense","Random"
"05-26-2026","HATZLACHA GROCERY SPRING VALLEY NY           05/24",12.61,"expense","Grocery"
"05-26-2026","AMAZON MKTPL*DL8WJ9A Amzn.com/bill WA        05/24",91.55,"expense","Amazon & Target"
"05-26-2026","VISIBLE 866-331-3527 CO                      05/24",25.00,"expense","Random"
"05-26-2026","Spring Valley    FACTS      000000279041678 WEB ID: 9470751402",3780.00,"expense","Random"
"05-26-2026","Spotify USA 877-7781161 NY                   05/22",21.99,"expense","Random"
"05-22-2026","WWW.24SIX.APP WWW.24SIX.APP NY               05/21",14.99,"expense","Random"
"05-22-2026","LINKS FAMILY INC LINKSFAMILY.O NY            05/21",36.00,"expense","Random"
"05-22-2026","AMAZON MKTPL*DU5XU7R Amzn.com/bill WA        05/21",19.99,"expense","Amazon & Target"
"05-22-2026","NEWDAY AIRMONT NY                            05/21",15.27,"expense","Random"
"05-22-2026","CYM Living LLC   PAYROLL                    PPD ID: 9843518375",3875.81,"income","Paychecks"
"05-21-2026","NEWREZ-SHELLPOIN ACH PMT                    PPD ID: 6371542226",1471.35,"expense","Car"
"05-21-2026","TARGET.COM WWW.TARGET.CO MN                  05/21",8.29,"expense","Amazon & Target"
"05-21-2026","VEOLIA WATER NEW WATER BILL                 PPD ID: 7973470200",70.70,"expense","Utilities"
"05-21-2026","IC* INSTACART INSTACART.COM CA               05/21",35.97,"expense","Car"
"05-21-2026","AMAZON MKTPL*Z96I23K Amzn.com/bill WA        05/21",70.38,"expense","Amazon & Target"
"05-21-2026","Amazon.com*C26RC5NO3 Amzn.com/bill WA        05/21",8.33,"expense","Amazon & Target"
"05-21-2026","AMAZON MKTPL*WN1J71I Amzn.com/bill WA        05/21",18.41,"expense","Amazon & Target"
"05-21-2026","GOOGLE *Google One 855-836-3987 CA           05/20",3.24,"expense","Random"
"05-21-2026","AMAZON MKTPL*SP7CU32 Amzn.com/bill WA        05/20",66.76,"expense","Amazon & Target"
"05-21-2026","REMOTE ONLINE DEPOSIT #          1",72.00,"income","Random"
"05-21-2026","REMOTE ONLINE DEPOSIT #          1",1500.00,"income","Random"
"05-20-2026","POWERMMAKRAVMAGALLC WWW.POWERMMAK VA         05/20",149.00,"expense","Random"
"05-20-2026","BKAMERICA        IC PAYMENT                 PPD ID: 1409936115",1067.49,"expense","Random"
"05-20-2026","SUPPLYHOUSE.COM 888-757-4774 NY              05/20",26.79,"expense","Random"
"05-20-2026","TST*SMASH HOUSE - MONSE Pomona NY            05/19",19.51,"expense","Random"
"05-20-2026","RIVERFRONT PEDIATRIC 201-880-8130 NJ         05/19",389.80,"expense","Random"
"05-20-2026","AMAZON MKTPL*MB1V15K Amzn.com/bill WA        05/20",70.88,"expense","Amazon & Target"
"05-20-2026","AMAZON MKTPL*BH9TG9J Amzn.com/bill WA        05/20",17.99,"expense","Amazon & Target"
"05-20-2026","EVERGREEN KOSHER MARKET MONSEY NY            05/18",24.29,"expense","Grocery"
"05-20-2026","EVERGREEN KOSHER MARKET MONSEY NY            05/18",138.90,"expense","Grocery"
"05-20-2026","NEWDAY 845-414-3000 NY                       05/19",212.28,"expense","Random"
"05-19-2026","Zelle payment to Mabel  29285040743",200.00,"expense","Charity"
"05-19-2026","AMAZON MKTPL*CY07418 Amzn.com/bill WA        05/19",123.55,"expense","Amazon & Target"
"05-19-2026","CPP*CAMP CHEVRA OF RO 845-300-2510 NY        05/18",1184.50,"expense","Camp"
"05-19-2026","BABY DREAMS MONSEY NY                        05/18",12.53,"expense","Random"
"05-19-2026","DR. YECHIEL ZAGELBAUM BROOKLYN NY            05/18",30.00,"expense","Random"
"05-19-2026","NJ EZPASS 888-288-6865 NJ                    05/18",35.00,"expense","Random"
"05-18-2026","Zelle payment to Mychol The Best Much Better Ther 29271694249",700.00,"expense","Charity"
"05-18-2026","IC* COSTCO BY INSTAC INSTACART.COM CA        05/18",167.51,"expense","Car"
"05-18-2026","OPTIMUM 7873     CABLE PMNT                 PPD ID: 9078730001",157.00,"expense","Utilities"
"05-18-2026","SUNOCO 0225537000 MONTVALE NJ                05/17",61.91,"expense","Random"
"05-18-2026","THE HOME DEPOT #1261 NANUET NY       654552  05/17",55.03,"expense","Random"
"05-18-2026","AMAZON MKTPL*BF2629M Amzn.com/bill WA        05/17",50.77,"expense","Amazon & Target"
"05-18-2026","AMAZON PRIME*BF95W70 amzn.com/bill WA        05/17",4.99,"expense","Amazon & Target"
"05-18-2026","PAY*CAMP AISH SLEEPAWA 973-5573392 NJ        05/15",850.00,"expense","Camp"
"05-18-2026","NEWDAY AIRMONT NY                            05/16",5.15,"expense","Random"
"05-18-2026","AVIR YAKOV - DONATION 845-362-6600 NY        05/15",80.00,"expense","Charity"
"05-18-2026","PRIMO BRANDS/WATERSER 800-274-5282 CA        05/15",51.98,"expense","Utilities"
"05-15-2026","Guardian Life ACH Paymnt                 PPD ID: 9555845002",37.25,"expense","Random"
"05-15-2026","THE GUARDIAN     INSUR PREM                 PPD ID: 9555845001",53.22,"expense","Random"
"05-15-2026","1-800-690-1803   UptempoMkt                 PPD ID: 472223289",445.40,"expense","Random"
"05-15-2026","Zelle payment to South Dexter Shul 28830703516",50.00,"expense","Charity"
"05-15-2026","AMAZON MKTPL*CF8632I Amzn.com/bill WA        05/14",88.11,"expense","Amazon & Target"
"05-15-2026","NEWDAY AIRMONT NY                            05/14",1.96,"expense","Random"
"05-15-2026","NEWDAY AIRMONT NY                            05/14",44.81,"expense","Random"
"05-15-2026","NEWDAY 845-414-3000 NY                       05/14",67.27,"expense","Random"
"05-15-2026","CLIFTON CHEDER 973-472-0011 NJ               05/13",54.00,"expense","Random"
"05-14-2026","Zelle payment to Shaarei Arazim 29216374309",200.00,"expense","Charity"
"05-14-2026","AMAZON MKTPL*T09CF5I Amzn.com/bill WA        05/14",18.99,"expense","Amazon & Target"
"05-14-2026","TARGET.COM 800-591-3869 MN                   05/13",55.24,"expense","Amazon & Target"
"05-13-2026","TARGET.COM BROOKLYN PARK MN                  05/13",4.11,"expense","Amazon & Target"
"05-13-2026","Audible*247BQ8UP3 Amzn.com/bill NJ           05/13",14.95,"expense","Random"
"05-13-2026","RITA'S # 1417 AIRMONT NY                     05/11",12.99,"expense","Random"
"05-13-2026","RITA'S # 1417 AIRMONT NY                     05/11",19.47,"expense","Random"
"05-13-2026","NEWDAY 845-414-3000 NY                       05/12",76.52,"expense","Random"
"05-12-2026","AMAZON MKTPL*BF4WR70 Amzn.com/bill WA        05/12",62.87,"expense","Amazon & Target"
"05-12-2026","FSP*THE RIGHT CONTACT 718-624-6911 NY        05/11",204.00,"expense","Random"
"05-12-2026","AMAZON MKTPL*2H9UP9I Amzn.com/bill WA        05/11",24.37,"expense","Amazon & Target"
"05-12-2026","Amazon.com*L405Y61E3 Amzn.com/bill WA        05/12",14.45,"expense","Amazon & Target"
"05-12-2026","AMAZON MKTPL*BF6ZK0A Amzn.com/bill WA        05/11",17.33,"expense","Amazon & Target"
"05-12-2026","VALLEY ONLINE BILLPAY 201-3016164 NJ         05/11",375.65,"expense","Random"
"05-12-2026","LISHKAS HASEFER BOOKS MONSEY NY              05/10",127.51,"expense","Random"
"05-12-2026","AMAZON MKTPL*BF9Z27J Amzn.com/bill WA        05/11",336.64,"expense","Amazon & Target"
"05-12-2026","NEWDAY 845-414-3000 NY                       05/11",170.54,"expense","Random"
"05-11-2026","SANDERS BAKERY MONSEY MONSEY NY              05/10",13.85,"expense","Random"
"05-11-2026","Melaleuca Idaho Falls ID                     05/10",92.05,"expense","Random"
"05-11-2026","AHZ MINI MART SPRING VALLEY NY               05/10",8.66,"expense","Random"
"05-11-2026","AHZ MINI MART SPRING VALLEY NY               05/10",4.85,"expense","Random"
"05-11-2026","AMAZON MKTPL*BF0QP6F Amzn.com/bill WA        05/10",26.76,"expense","Amazon & Target"
"05-11-2026","AMAZON MKTPL*BV2MP81 Amzn.com/bill WA        05/11",66.18,"expense","Amazon & Target"
"05-11-2026","NAKI.AUDIO NAKI.AUDIO NY                     05/09",12.99,"expense","Random"
"05-11-2026","IC* INSTACART INSTACART.COM CA               05/08",29.56,"expense","Car"
"05-11-2026","LINKS FAMILY INC LINKSFAMILY.O NY            05/08",36.00,"expense","Random"
"05-08-2026","Zelle payment to Miriam P JPM99cg90lh6",10.00,"expense","Charity"
"05-08-2026","IC* INSTACART INSTACART.COM CA               05/08",114.10,"expense","Car"
"05-08-2026","Online Transfer to  SAV ...8440 transaction#: 28772149688",40.00,"expense","Random"
"05-08-2026","DABBL JUSTDABBL.COM FL                       05/08",19.99,"expense","Random"
"05-08-2026","SHELL KOSHER 184-53525658 NY                 05/07",2.00,"expense","Car"
"05-08-2026","NEWDAY 845-414-3000 NY                       05/07",105.15,"expense","Random"
"05-08-2026","CYM Living LLC   PAYROLL                    PPD ID: 9843518375",4977.86,"income","Paychecks"
"05-07-2026","NEWREZ-SHELLPOIN ACH PMT                    PPD ID: 6371542226",1449.69,"expense","Car"
"05-07-2026","O & R UTILITIES  ORU        81773200001     CCD ID: 2462467001",2464.30,"expense","Random"
"05-07-2026","BAGEL D LOX BAGELDLOX.COM NY                 05/06",2006.91,"expense","Random"
"05-07-2026","TARGET.COM 800-591-3869 MN                   05/06",24.92,"expense","Amazon & Target"
"05-06-2026","Zelle payment to Willy Tailor 29117292731",200.00,"expense","Charity"
"05-06-2026","CROWDSPARK-YESHIVA KER 347-6040697 NJ        05/06",10.00,"expense","Random"
"05-06-2026","GOOGLE *Google One 855-836-3987 CA           05/05",3.24,"expense","Random"
"05-06-2026","JEP BALTIMORE WWW.JEPGIRLS. NY               05/05",72.00,"expense","Random"
"05-06-2026","ACHIAZER 718 305 1149 718-305-1149 NY        05/05",5.00,"expense","Random"
"05-06-2026","NEWDAY 845-414-3000 NY                       05/05",134.85,"expense","Random"
"05-06-2026","MAPLE PHARMACY 845-3716464 NY                05/05",270.93,"income","Medical"
"05-05-2026","Zelle payment to Mabel  29105710017",200.00,"expense","Charity"
"05-05-2026","Shaarei Arazim   FACTS      000000277144712 WEB ID: 9470751402",1500.00,"expense","Random"
"05-05-2026","Zelle payment to CONGREGATION MOISHE JPM99cft2cu5",350.00,"expense","Charity"
"05-05-2026","MAPLE PHARMACY 845-371-6464 NY               05/04",285.42,"expense","Medical"
"05-05-2026","AMAZON MKTPL*BJ8IQ7P Amzn.com/bill WA        05/04",28.17,"expense","Amazon & Target"
"05-05-2026","AMAZON MKTPL*BJ5IQ7P Amzn.com/bill WA        05/04",6.33,"expense","Amazon & Target"
"05-05-2026","AMAZON MKTPL*BJ4LP6P Amzn.com/bill WA        05/04",70.42,"expense","Amazon & Target"
"05-05-2026","HEICHAL HATORAH 201-335-0633 NJ              05/03",100.00,"expense","Random"
"05-04-2026","APPLE.COM/BILL 866-712-7753 CA               05/04",16.25,"expense","Random"
"05-04-2026","Peacock C598D Premium 212-6640138 NY         05/04",10.99,"expense","Random"
"05-04-2026","Zelle payment to MOSHE PENTELNIK JPM99cfng2zy",600.00,"expense","Charity"
"05-04-2026","Amazon.com*BV96J1U72 Amzn.com/bill WA        05/04",5.41,"expense","Amazon & Target"
"05-04-2026","AMAZON MKTPL*BJ33N4A Amzn.com/bill WA        05/04",12.94,"expense","Amazon & Target"
"05-04-2026","Amazon.com*BJ8K73UX1 Amzn.com/bill WA        05/04",14.44,"expense","Amazon & Target"
"05-04-2026","WWW.24SIX.APP WWW.24SIX.APP NY               05/03",9.99,"expense","Random"
"05-04-2026","AMAZON MKTPL*BJ22932 Amzn.com/bill WA        05/03",33.39,"expense","Amazon & Target"
"05-04-2026","AMAZON MKTPL*BJ4RX93 Amzn.com/bill WA        05/03",29.56,"expense","Amazon & Target"
"05-04-2026","MAPLE PHARMACY MONSEY NY                     05/03",56.23,"expense","Medical"
"05-04-2026","TST*SHELIS IN TOWN SQUA Monsey NY            05/02",4.06,"expense","Random"
"05-04-2026","UNITED REFUAH HS UNITED REF                 PPD ID: 9208701002",199.00,"expense","Random"
"05-04-2026","GOOGLE *CLOUD HWVQv5 g.co/helppay# CA        05/01",25.44,"expense","Random"
"05-04-2026","TARGET.COM 800-591-3869 MN                   05/01",15.00,"expense","Amazon & Target"
"05-01-2026","DOMESTIC INCOMING WIRE FEE",15.00,"expense","Random"
"05-01-2026","CHECK 28098",40.00,"expense","Random"
"05-01-2026","TARGET.COM WWW.TARGET.CO MN                  05/01",161.79,"expense","Amazon & Target"
"05-01-2026","1-800-690-1803   UptempoMkt                 PPD ID: 472223289",445.40,"expense","Random"
"05-01-2026","MICROSOFT*MICROSOFT MICROSOFT.COM WA         05/01",14.08,"expense","Random"
"05-01-2026","TARGET.COM  * WWW.TARGET.CO MN               04/30",5.74,"expense","Amazon & Target"
"05-01-2026","SHULSPACE SHULSPACE.COM NJ                   04/30",49.99,"expense","Random"
"05-01-2026","GENTLEBIRTH GENTLEBIRTH.C CA                 04/30",7.49,"expense","Random"
"05-01-2026","NJ EZPASS 888-288-6865 NJ                    04/30",51.05,"expense","Random"
"05-01-2026","BINGO WHOLESALE SUPE SPRING VALLEY NY        04/29",117.60,"expense","Random"
"05-01-2026","FEDWIRE CREDIT VIA: DIME COMMUNITY BANK/021406667 B/O: LYNX PORTFOLIO LLC CHESTNUT RIDGE NY 10977-6221 REF: CHASE NYC/CTR/BNF=SIMCHA M PENTELNIK OR LEAH SPRING VALLEY NY 10977-72 15 US/AC-000000004001 RFB=NOTPROVID ED IMAD: 0501GMQFMP01051404 TRN: 1516331121FF",12500.00,"income","Random"
"04-30-2026","CHECK 28116",10.00,"expense","Random"
"04-30-2026","ALLSTATE INS CO  INS PREM   000000943582764 WEB ID: 1360719665",424.84,"expense","Random"
"04-30-2026","TARGET.COM  * WWW.TARGET.CO MN               04/29",38.20,"expense","Amazon & Target"
"04-30-2026","TARGET.COM  * WWW.TARGET.CO MN               04/29",10.61,"expense","Amazon & Target"
"04-30-2026","EVERGREEN UPTOWN POMONA NY                   04/28",15.18,"expense","Random"
"04-30-2026","EVERGREEN UPTOWN POMONA NY                   04/28",7.21,"expense","Random"
"04-30-2026","RITA'S # 1417 AIRMONT NY                     04/28",8.66,"expense","Random"
"04-29-2026","IC* INSTACART INSTACART.COM CA               04/29",71.15,"expense","Car"
"04-29-2026","SEASONS EXPRESS 184-59159996 NY              04/28",4.12,"expense","Random"
"04-29-2026","APPLE.COM/BILL 866-712-7753 CA               04/28",18.99,"expense","Random"
"04-29-2026","RIVERFRONT PEDIATRIC 201-880-8130 NJ         04/28",323.10,"expense","Random"
"04-29-2026","EVERGREEN KOSHER MARKET MONSEY NY            04/27",188.49,"expense","Grocery"
"04-29-2026","PYRAMID PLUMBING 845-205-4051 NY             04/27",54.10,"income","Random"
"04-28-2026","Zelle payment to Mabel  29004195172",200.00,"expense","Charity"
"04-28-2026","CHECK 28106",30.00,"expense","Random"
"04-28-2026","LUKOIL 57332 MONTVALE NJ             481651  04/28",60.00,"expense","Random"
"04-28-2026","Peacock 320F4 Premium 212-6640138 NY         04/28",10.99,"expense","Random"
"04-28-2026","RACKROOMSHOES.COM 704-5478102 NC             04/27",91.31,"expense","Random"
"04-28-2026","PYRAMID PLUMBING 845-205-4051 NY             04/26",343.06,"expense","Random"
"04-28-2026","NEWDAY 845-414-3000 NY                       04/27",115.11,"expense","Random"
"04-27-2026","JIOBIT.COM JIOBIT.COM CA                     04/27",9.74,"expense","Random"
"04-27-2026","TARGET.COM 800-591-3869 MN                   04/26",70.71,"expense","Amazon & Target"
"04-27-2026","TARGET.COM 800-591-3869 MN                   04/26",5.49,"expense","Amazon & Target"
"04-27-2026","www.vevor.com 925-8297628 CA                 04/26",61.75,"expense","Random"
"04-27-2026","MESIVTA TIFERES SHMUE 718-258-7007 NY        04/26",50.00,"expense","Random"
"04-27-2026","RCCS 718-722-2002 NY                         04/26",37.08,"expense","Random"
"04-27-2026","VISIBLE 866-331-3527 CO                      04/26",25.00,"expense","Random"
"04-27-2026","Blink amzn.com/bill WA                       04/25",4.32,"expense","Random"
"04-27-2026","Spring Valley    FACTS      000000276242385 WEB ID: 9470751402",3780.00,"expense","Random"
"04-27-2026","GLAUBERS BAKERY SPRING VALLEY NY             04/24",26.14,"expense","Random"
"04-27-2026","HATZLACHA GROCERY SPRING VALLEY NY           04/24",106.99,"expense","Grocery"
"04-27-2026","TARGET.COM WWW.TARGET.CO MN                  04/24",36.63,"expense","Amazon & Target"
"04-27-2026","SP BOMBAS SHOP.BOMBAS.C NY                   04/24",65.71,"expense","Random"
"04-27-2026","TOIREM.ORG CHARITY 845-2864736 NY            04/24",36.00,"expense","Charity"
"04-27-2026","NEWDAY 845-414-3000 NY                       04/25",135.66,"expense","Random"
"04-27-2026","Zelle payment from MOSHE WECHSLER 28983832357",2500.00,"income","Charity"
"04-24-2026","Zelle payment to Willy Tailor 28953738507",100.00,"expense","Charity"
"04-24-2026","Zelle payment to Willy Tailor 28953604968",30.00,"expense","Charity"
"04-24-2026","VISIBLE 866-331-3527 CO                      04/24",25.00,"expense","Random"
"04-24-2026","NEWDAY 845-414-3000 NY                       04/23",127.24,"expense","Random"
"04-24-2026","CYM Living LLC   PAYROLL                    PPD ID: 9843518375",4627.84,"income","Paychecks"
"04-23-2026","NEWREZ-SHELLPOIN ACH PMT                    PPD ID: 6371542226",1449.69,"expense","Car"
"04-23-2026","GENTLE BEGINNINGS WWW.GENTLEBEG NY           04/23",97.00,"expense","Random"
"04-23-2026","GENTLE BEGINNINGS WWW.GENTLEBEG NY           04/22",97.00,"expense","Random"
"04-23-2026","Spotify USA 877-7781161 NY                   04/22",21.99,"expense","Random"
"04-23-2026","EVERGREEN UPTOWN POMONA NY                   04/21",108.86,"expense","Random"
"04-23-2026","BINGO WHOLESALE SUPE SPRING VALLEY NY        04/21",126.12,"expense","Random"
"04-22-2026","VEOLIA WATER NEW WATER BILL                 PPD ID: 7973470200",112.10,"expense","Utilities"
"04-22-2026","Zelle payment to Mabel  28919498415",201.25,"expense","Charity"
"04-22-2026","WWW.24SIX.APP WWW.24SIX.APP NY               04/21",14.99,"expense","Random"
"04-22-2026","AMAZON MKTPL*BJ8C86O Amzn.com/bill WA        04/22",29.21,"expense","Amazon & Target"
"04-21-2026","TOIREM.ORG CHARITY BROOKLYN NY               04/20",180.00,"expense","Charity"
"04-21-2026","PRIMO BRANDS/WATERSER 800-274-5282 CA        04/21",51.98,"expense","Utilities"
"04-21-2026","POWERMMAKRAVMAGALLC WWW.POWERMMAK VA         04/20",149.00,"expense","Random"
"04-21-2026","GOOGLE *Google One 855-836-3987 CA           04/20",3.24,"expense","Random"
